CID,SMILES
2815206,C1=CC=C2C(=C1)C(C(=O)N2)CC3=CC=CC=N3
2791828,CC1=CC=C(C=C1)C2=CSC3=C2C(=O)N(C=N3)C(C)C(=O)O
4047191,CC1=C(C=C(C=C1)N2C(=CC(NC2=S)(C)C)C)C
135519992,CC1=CC(=NC(=N1)N/N=C/C2=C(C=CC(=C2)Br)O)C
670659,CC1=CC(=NC(=N1)SCC(=O)C2=CC=C(C=C2)Cl)C
2970821,CCOC1=CC=CC(=C1)C(=O)NC2=CC=NC=C2
135519892,C1=CC=C(C=C1)N/N=C(/CC2=CC=CC=N2)\C3=C(C=C(C=C3)O)O
3153600,CC(=O)N1CC2=C(CC1C(=O)O)C3=CC=CC=C3N2
10540924,CC1=C(N=CC=C1)NC(=O)CN2C3=CC=CC=C3OC2=O
2430426,CC1=CC=C(C=C1)NC(=O)COC(=O)CNC(=O)C2=CC=CO2
1482331,CCC(=O)C1=CNC(=C1)C(=O)N2CCOCC2
3132792,C1CN(CCC1C(=O)O)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
972745,CC1=CN=C(C=C1)NC2=NC(=CS2)C3=CC=C(C=C3)F
820144,CC1=CC(=C(C=C1)C)NC(=S)NCC2=CC=CC=C2
1980427,CC(=C)CSC1=NN=C(O1)CCCCCNC(=O)OC(C)(C)C
7652453,CC1=CC(=NO1)NC(=O)COC2=CC3=C(C=CC(=C3)OC)C=C2
2814375,CCC1=CC(=C(S1)NC(=O)CN2CCCC2)C(=O)C3=CC=C(C=C3)OC
18524667,COCC(=O)NC1=CC2=C(C=C1)N(C(=O)CO2)CC3=CC=CC=C3F
135439694,C1=CC=C2C(=C1)C=C(O2)C(=O)N/N=C/C3=CNC4=CC=CC=C43
2234375,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OC(=O)C=C3
6883081,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C(=O)N/N=C/C4=CC=CO4)O
2928889,CS(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCCC2
940009,CCC(CC)C1=NC2=CC=CC=C2N1CC=C
7526388,CCCN(CCC)S(=O)(=O)C1=CC2=C3C(=C1)CCN3C(=O)CC2
9610227,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Br)C/C=N/NC(=S)N
2236694,CN1C2=CC=CC=C2N(C1=O)CCOC3=CC=CC=C3OC
1511737,CCN1C=C(C(=N1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)Cl
6852409,CC(C)NC[C@H](C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O
